,0
5435,Seisa Dohto Universit
5436,Seisen Jogakuin Colleg
5437,Seisen Universit
5438,Seiwa Universit
5439,Selçuk Üniversites
5440,Semera Universit
5441,Semmelweis Egyete
5442,Sendai Universit
5443,Senri Kinran Universit
5444,Senshu Universit
5445,Seoul Christian Universit
5446,Seoul Jangsin Universit
5447,Sergei Witte University of Mosco
5448,Seton Hill Universit
5449,Setsunan Universit
5450,Sevastopol State Universit
5451,Sewanee: The University of the Sout
5452,Shaanxi Fashion Engineering Universit
5453,Shaanxi Institute of International Trade and Commerc
5454,Shaanxi University of Chinese Medicin
5455,Shaanxi University of Science and Technolog
5456,Shaanxi University of Technolog
5457,Shaanxi Xueqian Normal Universit
5458,Shah Abdul Latif Universit
5459,Shaheed Benazir Bhutto City Universit
5460,Shaheed Benazir Bhutto Universit
5461,Shaheed Benazir Bhutto University of Veterinary and Animal Science
5462,Shaheed Benazir Bhutto University Shaheed Benaziraba
5463,Shaheed Benazir Bhutto Women Universit
5464,Shaheed Mohtarma Benazir Bhutto Medical Universit
5465,Shaheed Rabani Education Universit
5466,Shaheed Zulfikar Ali Bhutto Institute of Science and Technology Duba
5467,Shaheed Zulfiqar Ali Bhutto Institute of Science and Technolog
5468,Shaheed Zulfiqar Ali Bhutto University of La
5469,Shahid Bahonar University of Kerma
5470,Shahid Beheshti Universit
5471,Shahid Beheshti University of Medical Science
5472,Shahid Chamran University of Ahva
5473,Shahjalal University of Science and Technolog
5474,Shahrekord Universit
5475,Shahrood University of Technolog
5476,"Shaikh Zayed University, Khos"
5477,Shandong Agricultural Universit
5478,Shandong Agriculture and Engineering Universit
5479,Shandong Huayu University of Technolog
5480,Shandong Jianzhu Universit
5481,Shandong Management Universit
5482,Shandong Normal Universit
5483,Shandong Universit
5484,Shandong University of Art and Desig
5485,Shandong University of Art
5486,Shandong University of Finance and Economic
5487,Shandong University of Science and Technolog
5488,Shandong University of Traditional Chinese Medicin
5489,Shandong Women's Universit
5490,Shandong Xiandai Universit
5491,Shandong Xiehe Universit
5492,Shanghai Business Schoo
5493,Shanghai Conservatory of Musi
5494,Shanghai Dianji Universit
5495,Shanghai Institute of Visual Ar
5496,Shanghai International Studies Universit
5497,Shanghai Jiao Tong Universit
5498,Shanghai Lixin University of Accounting and Financ
5499,Shanghai Maritime Universit
5500,Shanghai Normal Universit
5501,Shanghai Ocean Universit
5502,Shanghai Second Polytechnic Universit
5503,Shanghai Tech Universit
5504,Shanghai Theatre Academ
5505,Shanghai Universit
5506,Shanghai University of Electric Powe
5507,Shanghai University of International Business and Economic
5508,Shanghai University of Medicine and Health Science
5509,Shanghai University of Spor
5510,Shanghai University of Traditional Chinese Medicin
5511,Shanghai Xingwei Colleg
5512,Shangluo Universit
5513,Shangqiu Institute of Technolog
5514,Shangqiu Normal Universit
5515,Shangqiu Universit
5516,Shangrao Normal Universit
5517,Shanto Mariam University of Creative Technolog
5518,Shanxi Datong Universit
5519,Shanxi Institute of Energ
5520,Shanxi Institute of Technolog
5521,Shanxi Medical Universit
5522,Shanxi Normal Universit
5523,Shanxi Technology and Business Colleg
5524,Shanxi University of Finance and Economic
5525,Shanxi University of Traditional Chinese Medicin
5526,Shaoxing Universit
5527,Shaoyang Universit
5528,Shaqra Universit
5529,Sharda Universit
5530,Sharif University of Technolog
5531,Sharq Institute of Higher Educatio
5532,Shaw Universit
5533,Shawnee State Universit
5534,Sheffield Hallam Universit
5535,Sheikh Hasina Universit
5536,Shenandoah Universit
5537,Shenkar College of Engineering and Desig
5538,Shenyang Aerospace Universit
5539,Shenyang Agricultural Universit
5540,Shenyang City Universit
5541,Shenyang Conservatory of Musi
5542,Shenyang Institute of Engineerin
5543,Shenyang Institute of Science and Technolog
5544,Shenyang Ligong Universit
5545,Shenyang Medical Colleg
5546,Shenyang Normal Universit
5547,Shenyang Pharmaceutical Universit
5548,Shenyang Sport Universit
5549,Shenyang Universit
5550,Shenyang University of Chemical Technolog
5551,Shenyang University of Technolog
5552,Shenyang Urban Construction Universit
5553,Shenzhen MSU-BIT Universit
5554,Shenzhen Universit
5555,Shepherd Universit
5556,Sher-e-Bangla Agricultural Universit
5557,Shibaura Institute of Technolog
5558,Shifa Institute of Higher Educatio
5559,Shifa Tameer-e-Millat Universit
5560,Shiga Universit
5561,Shiga University of Medical Scienc
5562,Shigakkan Universit
5563,Shigakukan Universit
5564,Shih Chien Universit
5565,Shih Hsin Universit
5566,Shihezi Universit
5567,Shijiazhuang Tiedao Universit
5568,Shijonawate Gakuen Universit
5569,Shikoku Gakuin Universit
5570,Shikoku Universit
5571,Shimane Universit
5572,Shimonoseki City Universit
5573,Shippensburg University of Pennsylvani
5574,Shirak State Universit
5575,Shirayuri Colleg
5576,Shiraz Art Universit
5577,Shiraz Universit
5578,Shiraz University of Medical Science
5579,Shiseikan Universit
5580,Shiv Nadar Universit
5581,Shizuoka Eiwa Gakuin Universit
5582,Shizuoka Institute of Science and Technolog
5583,Shizuoka Sangyo Universit
5584,Shizuoka Universit
5585,Shizuoka University of Art and Cultur
5586,Shizuoka University of Welfar
5587,Shobhit Institute of Engineering and Technolog
5588,Shobi Universit
5589,Shohadaye Hoveizeh University of Technolog
5590,Shoin Universit
5591,Shokei Colleg
5592,Shokei Gakuin Universit
5593,Shonan Institute of Technolog
5594,Shoolini University of Biotechnology and Management Science
5595,Shorter Universit
5596,Shota Meskhia State Teaching Universit
5597,Shougang Institute of Technolog
5598,Showa Pharmaceutical Universit
5599,Showa Universit
5600,Showa University of Musi
5601,Showa Women's Universit
5602,Shree Somnath Sanskrit Universit
5603,Shri Guru Ram Rai Education Missio
5604,Shri Guru Ram Rai Universit
5605,Shri Jagdishprasad Jhabrmal Tibrewala Universit
5606,Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeeth
5607,Shri Mata Vaishno Devi Universit
5608,Shri Vaishnav Vidyapeeth Vishwavidyalay
5609,Shri Venkateshwara Universit
5610,Shri Vishwakarma Skill Universit
5611,Shridhar Universit
5612,Shujitsu Universit
5613,Shukutoku Universit
5614,Shumei Universit
5615,Shupyk National Medical Academy of Postgraduate Educatio
5616,Shu-Te Universit
5617,Shwebo Universit
5618,Shymkent Universit
5619,Šiauliu Universiteta
5620,Siberian State University of Physical Culture and Sport
5621,Sichuan Agricultural Universit
5622,Sichuan Conservatory of Musi
5623,Sichuan Film and Television Universit
5624,Sichuan International Studies Universit
5625,Sichuan Normal Universit
5626,Sichuan Universit
5627,Sichuan University of Science and Engineerin
5628,Sidho Kanho Birsha Universit
5629,Siebold University of Nagasak
5630,Siena Colleg
5631,Siena College of Tayta
5632,Siena Heights Universit
5633,Sierra Nevada Universit
5634,Sigmund Freud Privatuniversität Wie
5635,Siirt Üniversites
5636,Sikkim Universit
5637,Siksha 'O' Anusandha
5638,SILKWAY International Universit
5639,Simmons Universit
5640,Simon Fraser Universit
5641,Simpson Colleg
5642,Simpson Universit
5643,Sindh Agriculture Universit
5644,Sindh Madresatul Islam Universit
5645,Singapore Institute of Technolog
5646,Singapore University of Social Science
5647,Singapore University of Technology and Desig
5648,Singhania Universit
5649,Sinop Üniversites
5650,Sir Padampat Singhania Universit
5651,Sir Syed University of Engineering and Technolog
5652,Sirnak Üniversites
5653,Sirte Universit
5654,Sisaket Rajabhat Universit
5655,Sisekaitseakadeemi
5656,SIT Graduate Institut
5657,Sittwe Universit
5658,SKEMA Business Schoo
5659,Skidmore Colleg
5660,Škoda Auto Vysoká škol
5661,Skyline University Colleg
5662,Skyline University Nigeri
5663,Skyway Universit
5664,Slaski Uniwersytet Medyczny w Katowicac
5665,Slezská univerzita v Opav
5666,Slippery Rock University of Pennsylvani
5667,Slovenská zdravotnícka univerzita v Bratislav
5668,Smith Colleg
5669,Smolensk State Universit
5670,Soai Universit
5671,"SOAS, University of Londo"
5672,Sociala darba un socialas pedagogijas augstskola Attistib
5673,Socialiniu mokslu kolegij
5674,Sofia University St. Kliment Ohridsk
5675,Sojo Universit
5676,Soka Universit
5677,Soka University of Americ
5678,Sokhumi State Universit
5679,Sokoine University of Agricultur
5680,Sokoto State Universit
5681,Sol Plaatje Universit
5682,Solent Universit
5683,Solusi Universit
5684,Sonargaon Universit
5685,Sonoda Women's Universit
5686,Sonoma State Universit
5687,Sophia Universit
5688,Sophiahemmet Högskol
5689,Soproni Egyete
5690,Soran Universit
5691,Sorsogon State Colleg
5692,Soukromá vysoká škola ekonomická Znojm
5693,South Asian Universit
5694,South Carolina State Universit
5695,South Champagne Business Schoo
5696,South China Agricultural Universit
5697,South China Normal Universit
5698,South China University of Technolog
5699,South Dakota School of Mines and Technolog
5700,South Dakota State Universit
5701,South Eastern Kenya Universit
5702,South Eastern University of Sri Lank
5703,South Texas College of La
5704,South Ukrainian National Pedagogical Universit
5705,South Universit
5706,South Valley Universit
5707,South Valley Universit
5708,South-Central University for Nationalitie
5709,Southeast Missouri State Universit
5710,Southeast Universit
5711,"Southeast University, Banglades"
5712,Southeastern Baptist Colleg
5713,Southern African Nazarene Universit
5714,Southern Arkansas Universit
5715,Southern California Institute of Architectur
5716,Southern College of Optometr
5717,Southern Connecticut State Universit
5718,Southern Cross Universit
5719,Southern Illinois University Carbondal
5720,Southern Illinois University Edwardsvill
5721,Southern Leyte State Universit
5722,Southern Methodist Universit
5723,Southern Nazarene Universit
5724,Southern New Hampshire Universit
5725,Southern Taiwan University of Science and Technolog
5726,Southern Technical Universit
5727,Southern Universit
5728,Southern University and A&amp;M Colleg
5729,Southern University at New Orlean
5730,Southern University Banglades
5731,Southern University Law Cente
5732,Southern Utah Universit
5733,Southern Virginia Universit
5734,South-Kazakhstan Humanitarian Institut
5735,South-Russian State Technical Universit
5736,Southwest Baptist Universit
5737,Southwest Forestry Universit
5738,Southwest Jiaotong Universit
5739,Southwest Medical Universit
5740,Southwest Minnesota State Universit
5741,Southwest Petroleum Universit
5742,Southwest Universit
5743,"South-West University ""Neofit Rilski"
5744,Southwest University for Nationalitie
5745,Southwest University of Political Science and La
5746,Southwest University of Visual Art
5747,Southwestern Adventist Universit
5748,Southwestern Assemblies of God Universit
5749,Southwestern Christian Universit
5750,Southwestern Law Schoo
5751,Southwestern Oklahoma State Universit
5752,Southwestern Universit
5753,Southwestern University of Finance and Economic
5754,"Southwestern University, Nigeri"
5755,Soyol-Erdem Colleg
5756,Spelman Colleg
5757,Spiritan University Colleg
5758,"Spiritan University, Nneoch"
5759,Spring Arbor Universit
5760,Spring Hill Colleg
5761,Springfield Colleg
5762,Sree Chitra Thirunal Institute of Medical Sciences and Technolog
5763,Sree Sankaracharya University of Sanskri
5764,SRH Hochschule Berli
5765,SRH Hochschule Ham
5766,SRH Hochschule Heidelber
5767,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalay
5768,Sri Devaraj Urs Academy of Higher Education and Researc
5769,Sri Guru Granth Sahib World Universit
5770,Sri Guru Ram Das University of Health Science
5771,Sri Konda Laxman Telangana State Horticultural Universit
5772,Sri Krishnadevaraya Universit
5773,Sri Ramachandra Institute of Higher Education and Researc
5774,Sri Sai Universit
5775,Sri Sathya Sai Institute of Higher Learnin
5776,Sri Siddhartha Academy of Higher Educatio
5777,Sri Venkateswara Institute of Medical Science
5778,Sri Venkateswara Universit
5779,Sri Venkateswara Veterinary Universit
5780,Srimanta Sankaradeva University of Health Science
5781,Srinivas Universit
5782,SRM University Haryan
5783,St Andrews Universit
5784,St Catherine Universit
5785,"St George's, University of Londo"
5786,St John's Colleg
5787,St John's Universit
5788,St John's University of Tanzani
5789,St Lawrence Universit
5790,St Mary's Colleg
5791,St Mary's Universit
5792,"St Mary's University, Twickenha"
5793,St Petersburg Colleg
5794,St. Ambrose Universit
5795,St. Bonaventure Universit
5796,St. Catherine Universit
5797,St. Cloud State Universit
5798,St. Cyril and St. Methodius University of Veliko Tarnov
5799,St. Edward's Universit
5800,St. Francis Colleg
5801,St. Francis Xavier Universit
5802,St. George's Universit
5803,St. John Fisher Colleg
5804,St. John the Baptist Universit
5805,St. Johns River State Colleg
5806,St. John's Universit
5807,St. Joseph Universit
5808,St. Joseph's College of Quezon Cit
5809,St. King Tamar University of Patriarchate of Georgi
5810,St. Lawrence Universit
5811,St. Louis Christian Colleg
5812,St. Louis College Valenzuel
5813,St. Marianna University School of Medicin
5814,St. Mary's Colleg
5815,St. Mary's College of Marylan
5816,St. Mary's Universit
5817,St. Norbert Colleg
5818,St. Olaf Colleg
5819,St. Paul University Iloil
5820,St. Paul University Philippine
5821,St. Paul University Suriga
5822,St. Peter's Institute of Higher Education and Researc
5823,St. Petersburg State University for Culture and Art
5824,St. Petersburg State University of Architecture and Civil Engineerin
5825,St. Petersburg State University of Civil Aviatio
5826,St. Petersburg State University of Physical Educatio
5827,St. Petersburg University of Management Technologies and Economic
5828,St. Theresa Medical University of Yereva
5829,St. Thomas Aquinas Colleg
5830,St. Thomas Universit
5831,St. Thomas Universit
5832,St. Xavier's Universit
5833,Staatliche Hochschule für Gestaltung Karlsruh
5834,Staatliche Hochschule für Musik Trossinge
5835,Stafford University Ugand
5836,Stamford International Universit
5837,Stanford Universit
5838,Starex Universit
5839,Staropolska Szkola Wyzsza w Kielcac
5840,Starptautiska praktiskas psihologijas augstskol
5841,State Academy of Fine Arts of Armeni
5842,State Academy of Fine Arts of Turkmenista
5843,State Agrarian and Engineering University in Podili
5844,State College of Florida-Manatee-Sarasot
5845,State Financial and Economic University of Tajikista
5846,State University of Banglades
5847,State University of Infrastructure and Technolog
5848,State University of New York at Fredoni
5849,State University of New York at New Palt
5850,State University of New York at Osweg
5851,State University of New York College at Plattsburg
5852,State University of Telecommunication
5853,Stephens Colleg
5854,Sterling Colleg
5855,"Sterling College, Vermon"
5856,Stetson Universit
5857,Stevenson Universit
5858,Stockholms universite
5859,Stonehill Colleg
5860,Strate Ecole de Desig
5861,Strathmore Universit
5862,Strayer Universit
5863,Stredoeurópska vysoká škola v Skalic
